Unnamed: 0,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_usd,employee_residence,remote_ratio,company_location,company_size,salary_category
300,2022,Senior,Full-time,Data Scientist,90000,GBP,117789,GB,0,GB,M,High
301,2022,Senior,Full-time,Data Scientist,80000,GBP,104702,GB,0,GB,M,High
302,2022,Senior,Full-time,Data Scientist,146000,USD,146000,US,100,US,M,High
303,2022,Senior,Full-time,Data Scientist,123000,USD,123000,US,100,US,M,High
304,2022,Junior,Full-time,Data Engineer,40000,GBP,52351,GB,100,GB,M,Medium
305,2022,Senior,Full-time,Data Analyst,99000,USD,99000,US,0,US,M,Medium
306,2022,Senior,Full-time,Data Analyst,116000,USD,116000,US,0,US,M,High
307,2022,Mid,Full-time,Data Analyst,106260,USD,106260,US,0,US,M,High
308,2022,Mid,Full-time,Data Analyst,126500,USD,126500,US,0,US,M,High
309,2022,Executive,Full-time,Data Engineer,242000,USD,242000,US,100,US,M,High
310,2022,Executive,Full-time,Data Engineer,200000,USD,200000,US,100,US,M,High
311,2022,Mid,Full-time,Data Scientist,50000,GBP,65438,GB,0,GB,M,Medium
312,2022,Mid,Full-time,Data Scientist,30000,GBP,39263,GB,0,GB,M,Low
313,2022,Mid,Full-time,Data Engineer,60000,GBP,78526,GB,0,GB,M,Medium
314,2022,Mid,Full-time,Data Engineer,40000,GBP,52351,GB,0,GB,M,Medium
315,2022,Senior,Full-time,Data Scientist,165220,USD,165220,US,100,US,M,High
316,2022,Junior,Full-time,Data Engineer,35000,GBP,45807,GB,100,GB,M,Low
317,2022,Senior,Full-time,Data Scientist,120160,USD,120160,US,100,US,M,High
318,2022,Senior,Full-time,Data Analyst,90320,USD,90320,US,100,US,M,Medium
319,2022,Senior,Full-time,Data Engineer,181940,USD,181940,US,0,US,M,High
320,2022,Senior,Full-time,Data Engineer,132320,USD,132320,US,0,US,M,High
321,2022,Senior,Full-time,Data Engineer,220110,USD,220110,US,0,US,M,High
322,2022,Senior,Full-time,Data Engineer,160080,USD,160080,US,0,US,M,High
323,2022,Senior,Full-time,Data Scientist,180000,USD,180000,US,0,US,L,High
324,2022,Senior,Full-time,Data Scientist,120000,USD,120000,US,0,US,L,High
325,2022,Senior,Full-time,Data Analyst,124190,USD,124190,US,100,US,M,High
326,2022,Executive,Full-time,Data Analyst,130000,USD,130000,US,100,US,M,High
327,2022,Executive,Full-time,Data Analyst,110000,USD,110000,US,100,US,M,High
328,2022,Senior,Full-time,Data Analyst,170000,USD,170000,US,100,US,M,High
329,2022,Mid,Full-time,Data Analyst,115500,USD,115500,US,100,US,M,High
330,2022,Senior,Full-time,Data Analyst,112900,USD,112900,US,100,US,M,High
331,2022,Senior,Full-time,Data Analyst,90320,USD,90320,US,100,US,M,Medium
332,2022,Senior,Full-time,Data Analyst,112900,USD,112900,US,100,US,M,High
333,2022,Senior,Full-time,Data Analyst,90320,USD,90320,US,100,US,M,Medium
334,2022,Senior,Full-time,Data Engineer,165400,USD,165400,US,100,US,M,High
335,2022,Senior,Full-time,Data Engineer,132320,USD,132320,US,100,US,M,High
336,2022,Mid,Full-time,Data Analyst,167000,USD,167000,US,100,US,M,High
337,2022,Senior,Full-time,Data Engineer,243900,USD,243900,US,100,US,M,High
338,2022,Senior,Full-time,Data Analyst,136600,USD,136600,US,100,US,M,High
339,2022,Senior,Full-time,Data Analyst,109280,USD,109280,US,100,US,M,High
340,2022,Senior,Full-time,Data Engineer,128875,USD,128875,US,100,US,M,High
341,2022,Senior,Full-time,Data Engineer,93700,USD,93700,US,100,US,M,Medium
342,2022,Executive,Full-time,Head of Data Science,224000,USD,224000,US,100,US,M,High
343,2022,Executive,Full-time,Head of Data Science,167875,USD,167875,US,100,US,M,High
344,2022,Executive,Full-time,Analytics Engineer,175000,USD,175000,US,100,US,M,High
345,2022,Senior,Full-time,Data Engineer,156600,USD,156600,US,100,US,M,High
346,2022,Senior,Full-time,Data Engineer,108800,USD,108800,US,0,US,M,High
347,2022,Senior,Full-time,Data Scientist,95550,USD,95550,US,0,US,M,Medium
348,2022,Senior,Full-time,Data Engineer,113000,USD,113000,US,0,US,L,High
349,2022,Senior,Full-time,Data Analyst,135000,USD,135000,US,100,US,M,High
350,2022,Senior,Full-time,Data Science Manager,161342,USD,161342,US,100,US,M,High
351,2022,Senior,Full-time,Data Science Manager,137141,USD,137141,US,100,US,M,High
352,2022,Senior,Full-time,Data Scientist,167000,USD,167000,US,100,US,M,High
353,2022,Senior,Full-time,Data Scientist,123000,USD,123000,US,100,US,M,High
354,2022,Senior,Full-time,Data Engineer,60000,GBP,78526,GB,0,GB,M,Medium
355,2022,Senior,Full-time,Data Engineer,50000,GBP,65438,GB,0,GB,M,Medium
356,2022,Senior,Full-time,Data Scientist,150000,USD,150000,US,0,US,M,High
357,2022,Senior,Full-time,Data Scientist,211500,USD,211500,US,100,US,M,High
358,2022,Senior,Full-time,Data Architect,192400,USD,192400,CA,100,CA,M,High
359,2022,Senior,Full-time,Data Architect,90700,USD,90700,CA,100,CA,M,Medium
360,2022,Senior,Full-time,Data Analyst,130000,USD,130000,CA,100,CA,M,High
361,2022,Senior,Full-time,Data Analyst,61300,USD,61300,CA,100,CA,M,Medium
362,2022,Senior,Full-time,Data Analyst,130000,USD,130000,CA,100,CA,M,High
363,2022,Senior,Full-time,Data Analyst,61300,USD,61300,CA,100,CA,M,Medium
364,2022,Senior,Full-time,Data Engineer,160000,USD,160000,US,0,US,L,High
365,2022,Senior,Full-time,Data Scientist,138600,USD,138600,US,100,US,M,High
366,2022,Senior,Full-time,Data Engineer,136000,USD,136000,US,0,US,M,High
367,2022,Mid,Full-time,Data Analyst,58000,USD,58000,US,0,US,S,Medium
368,2022,Executive,Full-time,Analytics Engineer,135000,USD,135000,US,100,US,M,High
369,2022,Senior,Full-time,Data Scientist,170000,USD,170000,US,100,US,M,High
370,2022,Senior,Full-time,Data Scientist,123000,USD,123000,US,100,US,M,High
371,2022,Senior,Full-time,Machine Learning Engineer,189650,USD,189650,US,0,US,M,High
372,2022,Senior,Full-time,Machine Learning Engineer,164996,USD,164996,US,0,US,M,High
373,2022,Mid,Full-time,ETL Developer,50000,EUR,54957,GR,0,GR,M,Medium
374,2022,Mid,Full-time,ETL Developer,50000,EUR,54957,GR,0,GR,M,Medium
375,2022,Executive,Full-time,Lead Data Engineer,150000,CAD,118187,CA,100,CA,S,High
376,2022,Senior,Full-time,Data Analyst,132000,USD,132000,US,0,US,M,High
377,2022,Senior,Full-time,Data Engineer,165400,USD,165400,US,100,US,M,High
378,2022,Senior,Full-time,Data Architect,208775,USD,208775,US,100,US,M,High
379,2022,Senior,Full-time,Data Architect,147800,USD,147800,US,100,US,M,High
380,2022,Senior,Full-time,Data Engineer,136994,USD,136994,US,100,US,M,High
381,2022,Senior,Full-time,Data Engineer,101570,USD,101570,US,100,US,M,High
382,2022,Senior,Full-time,Data Analyst,128875,USD,128875,US,100,US,M,High
383,2022,Senior,Full-time,Data Analyst,93700,USD,93700,US,100,US,M,Medium
384,2022,Executive,Full-time,Head of Machine Learning,6000000,INR,79039,IN,50,IN,L,Medium
385,2022,Senior,Full-time,Data Engineer,132320,USD,132320,US,100,US,M,High
386,2022,Junior,Full-time,Machine Learning Engineer,28500,GBP,37300,GB,100,GB,L,Low
387,2022,Senior,Full-time,Data Analyst,164000,USD,164000,US,0,US,M,High
388,2022,Senior,Full-time,Data Engineer,155000,USD,155000,US,100,US,M,High
389,2022,Mid,Full-time,Machine Learning Engineer,95000,GBP,124333,GB,0,GB,M,High
390,2022,Mid,Full-time,Machine Learning Engineer,75000,GBP,98158,GB,0,GB,M,Medium
391,2022,Mid,Full-time,AI Scientist,120000,USD,120000,US,0,US,M,High
392,2022,Senior,Full-time,Data Analyst,112900,USD,112900,US,100,US,M,High
393,2022,Senior,Full-time,Data Analyst,90320,USD,90320,US,100,US,M,Medium
394,2022,Senior,Full-time,Data Analytics Manager,145000,USD,145000,US,100,US,M,High
395,2022,Senior,Full-time,Data Analytics Manager,105400,USD,105400,US,100,US,M,High
396,2022,Mid,Full-time,Machine Learning Engineer,80000,EUR,87932,FR,100,DE,M,Medium
397,2022,Mid,Full-time,Data Engineer,90000,GBP,117789,GB,0,GB,M,High
398,2022,Senior,Full-time,Data Scientist,215300,USD,215300,US,100,US,L,High
399,2022,Senior,Full-time,Data Scientist,158200,USD,158200,US,100,US,L,High
400,2022,Senior,Full-time,Data Engineer,209100,USD,209100,US,100,US,L,High
401,2022,Senior,Full-time,Data Engineer,154600,USD,154600,US,100,US,L,High
402,2022,Senior,Full-time,Data Analyst,115934,USD,115934,US,0,US,M,High
403,2022,Senior,Full-time,Data Analyst,81666,USD,81666,US,0,US,M,Medium
404,2022,Senior,Full-time,Data Engineer,175000,USD,175000,US,100,US,M,High
405,2022,Mid,Full-time,Data Engineer,75000,GBP,98158,GB,0,GB,M,Medium
406,2022,Mid,Full-time,Data Analyst,58000,USD,58000,US,0,US,S,Medium
407,2022,Senior,Full-time,Data Engineer,183600,USD,183600,US,100,US,L,High
408,2022,Mid,Full-time,Data Analyst,40000,GBP,52351,GB,100,GB,M,Medium
409,2022,Senior,Full-time,Data Scientist,180000,USD,180000,US,100,US,M,High
410,2022,Mid,Full-time,Data Scientist,55000,GBP,71982,GB,0,GB,M,Medium
411,2022,Mid,Full-time,Data Scientist,35000,GBP,45807,GB,0,GB,M,Low
412,2022,Mid,Full-time,Data Engineer,60000,EUR,65949,GR,100,GR,M,Medium
413,2022,Mid,Full-time,Data Engineer,45000,EUR,49461,GR,100,GR,M,Low
414,2022,Mid,Full-time,Data Engineer,60000,GBP,78526,GB,100,GB,M,Medium
415,2022,Mid,Full-time,Data Engineer,45000,GBP,58894,GB,100,GB,M,Medium
416,2022,Senior,Full-time,Data Scientist,260000,USD,260000,US,100,US,M,High
417,2022,Senior,Full-time,Data Science Engineer,60000,USD,60000,AR,100,MX,L,Medium
418,2022,Mid,Full-time,Data Engineer,63900,USD,63900,US,0,US,M,Medium
419,2022,Mid,Full-time,Machine Learning Scientist,160000,USD,160000,US,100,US,L,High
420,2022,Mid,Full-time,Machine Learning Scientist,112300,USD,112300,US,100,US,L,High
421,2022,Mid,Full-time,Data Science Manager,241000,USD,241000,US,100,US,M,High
422,2022,Mid,Full-time,Data Science Manager,159000,USD,159000,US,100,US,M,High
423,2022,Senior,Full-time,Data Scientist,180000,USD,180000,US,0,US,M,High
424,2022,Senior,Full-time,Data Scientist,80000,USD,80000,US,0,US,M,Medium
425,2022,Mid,Full-time,Data Engineer,82900,USD,82900,US,0,US,M,Medium
426,2022,Senior,Full-time,Data Engineer,100800,USD,100800,US,100,US,L,High
427,2022,Mid,Full-time,Data Engineer,45000,EUR,49461,ES,100,ES,M,Low
428,2022,Senior,Full-time,Data Scientist,140400,USD,140400,US,0,US,L,High
429,2022,Mid,Full-time,Data Analyst,30000,GBP,39263,GB,100,GB,M,Low
430,2022,Mid,Full-time,Data Analyst,40000,EUR,43966,ES,100,ES,M,Low
431,2022,Mid,Full-time,Data Analyst,30000,EUR,32974,ES,100,ES,M,Low
432,2022,Mid,Full-time,Data Engineer,80000,EUR,87932,ES,100,ES,M,Medium
433,2022,Mid,Full-time,Data Engineer,70000,EUR,76940,ES,100,ES,M,Medium
434,2022,Mid,Full-time,Data Engineer,80000,GBP,104702,GB,100,GB,M,High
435,2022,Mid,Full-time,Data Engineer,70000,GBP,91614,GB,100,GB,M,Medium
436,2022,Mid,Full-time,Data Engineer,60000,EUR,65949,ES,100,ES,M,Medium
437,2022,Mid,Full-time,Data Engineer,80000,EUR,87932,GR,100,GR,M,Medium
438,2022,Senior,Full-time,Machine Learning Engineer,189650,USD,189650,US,0,US,M,High
439,2022,Senior,Full-time,Machine Learning Engineer,164996,USD,164996,US,0,US,M,High
440,2022,Mid,Full-time,Data Analyst,40000,EUR,43966,GR,100,GR,M,Low
441,2022,Mid,Full-time,Data Analyst,30000,EUR,32974,GR,100,GR,M,Low
442,2022,Mid,Full-time,Data Engineer,75000,GBP,98158,GB,100,GB,M,Medium
443,2022,Mid,Full-time,Data Engineer,60000,GBP,78526,GB,100,GB,M,Medium
444,2022,Senior,Full-time,Data Scientist,215300,USD,215300,US,0,US,L,High
445,2022,Mid,Full-time,Data Engineer,70000,EUR,76940,GR,100,GR,M,Medium
446,2022,Senior,Full-time,Data Engineer,209100,USD,209100,US,100,US,L,High
447,2022,Senior,Full-time,Data Engineer,154600,USD,154600,US,100,US,L,High
448,2022,Senior,Full-time,Data Engineer,180000,USD,180000,US,100,US,M,High
449,2022,Junior,Full-time,ML Engineer,20000,EUR,21983,PT,100,PT,L,Low
450,2022,Senior,Full-time,Data Engineer,80000,USD,80000,US,100,US,M,Medium
451,2022,Mid,Full-time,Machine Learning Developer,100000,CAD,78791,CA,100,CA,M,Medium
452,2022,Executive,Full-time,Director of Data Science,250000,CAD,196979,CA,50,CA,L,High
453,2022,Mid,Full-time,Machine Learning Engineer,120000,USD,120000,US,100,US,S,High
454,2022,Junior,Full-time,Computer Vision Engineer,125000,USD,125000,US,0,US,M,High
455,2022,Mid,Full-time,NLP Engineer,240000,CNY,37236,US,50,US,L,Low
456,2022,Senior,Full-time,Data Engineer,105000,USD,105000,US,100,US,M,High
457,2022,Senior,Full-time,Lead Machine Learning Engineer,80000,EUR,87932,DE,0,DE,M,Medium
458,2022,Mid,Full-time,Business Data Analyst,1400000,INR,18442,IN,100,IN,M,Low
459,2022,Mid,Full-time,Data Scientist,2400000,INR,31615,IN,100,IN,L,Low
460,2022,Mid,Full-time,Machine Learning Infrastructure Engineer,53000,EUR,58255,PT,50,PT,L,Medium
461,2022,Junior,Full-time,Financial Data Analyst,100000,USD,100000,US,50,US,L,High
462,2022,Mid,Part-time,Data Engineer,50000,EUR,54957,DE,50,DE,L,Medium
463,2022,Junior,Full-time,Data Scientist,1400000,INR,18442,IN,100,IN,M,Low
464,2022,Senior,Full-time,Principal Data Scientist,148000,EUR,162674,DE,100,DE,M,High
465,2022,Junior,Full-time,Data Engineer,120000,USD,120000,US,100,US,M,High
466,2022,Senior,Full-time,Research Scientist,144000,USD,144000,US,50,US,L,High
467,2022,Senior,Full-time,Data Scientist,104890,USD,104890,US,100,US,M,High
468,2022,Senior,Full-time,Data Engineer,100000,USD,100000,US,100,US,M,High
469,2022,Senior,Full-time,Data Scientist,140000,USD,140000,US,100,US,M,High
470,2022,Mid,Full-time,Data Analyst,135000,USD,135000,US,100,US,M,High
471,2022,Mid,Full-time,Data Analyst,50000,USD,50000,US,100,US,M,Medium
472,2022,Senior,Full-time,Data Scientist,220000,USD,220000,US,100,US,M,High
473,2022,Senior,Full-time,Data Scientist,140000,USD,140000,US,100,US,M,High
474,2022,Mid,Full-time,Data Scientist,140000,GBP,183228,GB,0,GB,M,High
475,2022,Mid,Full-time,Data Scientist,70000,GBP,91614,GB,0,GB,M,Medium
476,2022,Senior,Full-time,Data Scientist,185100,USD,185100,US,100,US,M,High
477,2022,Senior,Full-time,Machine Learning Engineer,220000,USD,220000,US,100,US,M,High
478,2022,Mid,Full-time,Data Scientist,200000,USD,200000,US,100,US,M,High
479,2022,Mid,Full-time,Data Scientist,120000,USD,120000,US,100,US,M,High
480,2022,Senior,Full-time,Machine Learning Engineer,120000,USD,120000,AE,100,AE,S,High
481,2022,Senior,Full-time,Machine Learning Engineer,65000,USD,65000,AE,100,AE,S,Medium
482,2022,Executive,Full-time,Data Engineer,324000,USD,324000,US,100,US,M,High
483,2022,Executive,Full-time,Data Engineer,216000,USD,216000,US,100,US,M,High
484,2022,Senior,Full-time,Data Engineer,210000,USD,210000,US,100,US,M,High
485,2022,Senior,Full-time,Machine Learning Engineer,120000,USD,120000,US,100,US,M,High
486,2022,Senior,Full-time,Data Scientist,230000,USD,230000,US,100,US,M,High
487,2022,Junior,Part-time,Data Scientist,100000,USD,100000,DZ,50,DZ,M,High
488,2022,Mid,Freelance,Data Scientist,100000,USD,100000,CA,100,US,M,High
489,2022,Junior,Contract,Applied Machine Learning Scientist,29000,EUR,31875,TN,100,CZ,M,Low
490,2022,Senior,Full-time,Head of Data,200000,USD,200000,MY,100,US,M,High
491,2022,Mid,Full-time,Principal Data Analyst,75000,USD,75000,CA,100,CA,S,Medium
492,2022,Mid,Full-time,Data Scientist,150000,PLN,35590,PL,100,PL,L,Low
493,2022,Senior,Full-time,Machine Learning Developer,100000,CAD,78791,CA,100,CA,M,Medium
494,2022,Senior,Full-time,Data Scientist,100000,USD,100000,BR,100,US,M,High
495,2022,Mid,Full-time,Machine Learning Scientist,153000,USD,153000,US,50,US,M,High
496,2022,Junior,Full-time,Data Engineer,52800,EUR,58035,PK,100,DE,M,Medium
497,2022,Senior,Full-time,Data Scientist,165000,USD,165000,US,100,US,M,High
498,2022,Senior,Full-time,Research Scientist,85000,EUR,93427,FR,50,FR,L,Medium
499,2022,Junior,Full-time,Data Scientist,66500,CAD,52396,CA,100,CA,L,Medium
500,2022,Senior,Full-time,Machine Learning Engineer,57000,EUR,62651,NL,100,NL,L,Medium
501,2022,Mid,Full-time,Head of Data,30000,EUR,32974,EE,100,EE,S,Low
502,2022,Junior,Full-time,Data Scientist,40000,USD,40000,JP,100,MY,L,Low
503,2022,Mid,Full-time,Machine Learning Engineer,121000,AUD,87425,AU,100,AU,L,Medium
504,2022,Senior,Full-time,Data Engineer,115000,USD,115000,US,100,US,M,High
505,2022,Junior,Full-time,Data Scientist,120000,AUD,86703,AU,50,AU,M,Medium
506,2022,Mid,Full-time,Applied Machine Learning Scientist,75000,USD,75000,BO,100,US,L,Medium
507,2022,Mid,Full-time,Research Scientist,59000,EUR,64849,AT,0,AT,L,Medium
508,2022,Junior,Full-time,Research Scientist,120000,USD,120000,US,100,US,L,High
509,2022,Mid,Full-time,Applied Data Scientist,157000,USD,157000,US,100,US,L,High
510,2022,Junior,Full-time,Computer Vision Software Engineer,150000,USD,150000,AU,100,AU,S,High
511,2022,Mid,Full-time,Business Data Analyst,90000,CAD,70912,CA,50,CA,L,Medium
512,2022,Junior,Full-time,Data Engineer,65000,USD,65000,US,100,US,S,Medium
513,2022,Senior,Full-time,Machine Learning Engineer,65000,EUR,71444,IE,100,IE,S,Medium
514,2022,Junior,Full-time,Data Analytics Engineer,20000,USD,20000,PK,0,PK,M,Low
515,2022,Mid,Full-time,Data Scientist,48000,USD,48000,RU,100,US,S,Low
516,2022,Senior,Full-time,Data Science Manager,152500,USD,152500,US,100,US,M,High
517,2022,Mid,Full-time,Data Engineer,62000,EUR,68147,FR,100,FR,M,Medium
518,2022,Mid,Full-time,Data Scientist,115000,CHF,122346,CH,0,CH,L,High
519,2022,Senior,Full-time,Applied Data Scientist,380000,USD,380000,US,100,US,L,High
520,2022,Mid,Full-time,Data Scientist,88000,CAD,69336,CA,100,CA,M,Medium
521,2022,Junior,Full-time,Computer Vision Engineer,10000,USD,10000,PT,100,LU,M,Low
522,2022,Mid,Full-time,Data Analyst,20000,USD,20000,GR,100,GR,S,Low
523,2022,Senior,Full-time,Data Analytics Lead,405000,USD,405000,US,100,US,L,High
524,2022,Mid,Full-time,Data Scientist,135000,USD,135000,US,100,US,L,High
525,2022,Senior,Full-time,Applied Data Scientist,177000,USD,177000,US,100,US,L,High
526,2022,Mid,Full-time,Data Scientist,78000,USD,78000,US,100,US,M,Medium
527,2022,Senior,Full-time,Data Analyst,135000,USD,135000,US,100,US,M,High
528,2022,Senior,Full-time,Data Analyst,100000,USD,100000,US,100,US,M,High
529,2022,Senior,Full-time,Data Analyst,90320,USD,90320,US,100,US,M,Medium
530,2022,Mid,Full-time,Data Analyst,85000,USD,85000,CA,0,CA,M,Medium
531,2022,Mid,Full-time,Data Analyst,75000,USD,75000,CA,0,CA,M,Medium
532,2022,Senior,Full-time,Machine Learning Engineer,214000,USD,214000,US,100,US,M,High
533,2022,Senior,Full-time,Machine Learning Engineer,192600,USD,192600,US,100,US,M,High
534,2022,Senior,Full-time,Data Architect,266400,USD,266400,US,100,US,M,High
535,2022,Senior,Full-time,Data Architect,213120,USD,213120,US,100,US,M,High
536,2022,Senior,Full-time,Data Analyst,112900,USD,112900,US,100,US,M,High
537,2022,Senior,Full-time,Data Engineer,155000,USD,155000,US,100,US,M,High
538,2022,Mid,Full-time,Data Scientist,141300,USD,141300,US,0,US,M,High
539,2022,Mid,Full-time,Data Scientist,102100,USD,102100,US,0,US,M,High
540,2022,Senior,Full-time,Data Analyst,115934,USD,115934,US,100,US,M,High
541,2022,Senior,Full-time,Data Analyst,81666,USD,81666,US,100,US,M,Medium
542,2022,Mid,Full-time,Data Engineer,206699,USD,206699,US,0,US,M,High
543,2022,Mid,Full-time,Data Engineer,99100,USD,99100,US,0,US,M,Medium
544,2022,Senior,Full-time,Data Engineer,130000,USD,130000,US,100,US,M,High
545,2022,Senior,Full-time,Data Engineer,115000,USD,115000,US,100,US,M,High
546,2022,Senior,Full-time,Data Engineer,110500,USD,110500,US,100,US,M,High
547,2022,Senior,Full-time,Data Engineer,130000,USD,130000,US,100,US,M,High
548,2022,Senior,Full-time,Data Analyst,99050,USD,99050,US,100,US,M,Medium
549,2022,Senior,Full-time,Data Engineer,160000,USD,160000,US,100,US,M,High
550,2022,Senior,Full-time,Data Scientist,205300,USD,205300,US,0,US,L,High
551,2022,Senior,Full-time,Data Scientist,140400,USD,140400,US,0,US,L,High
552,2022,Senior,Full-time,Data Scientist,176000,USD,176000,US,100,US,M,High
553,2022,Senior,Full-time,Data Scientist,144000,USD,144000,US,100,US,M,High
554,2022,Senior,Full-time,Data Engineer,200100,USD,200100,US,100,US,M,High
555,2022,Senior,Full-time,Data Engineer,160000,USD,160000,US,100,US,M,High
556,2022,Senior,Full-time,Data Engineer,145000,USD,145000,US,100,US,M,High
557,2022,Senior,Full-time,Data Engineer,70500,USD,70500,US,0,US,M,Medium
558,2022,Senior,Full-time,Data Scientist,205300,USD,205300,US,0,US,M,High
559,2022,Senior,Full-time,Data Scientist,140400,USD,140400,US,0,US,M,High
560,2022,Senior,Full-time,Analytics Engineer,205300,USD,205300,US,0,US,M,High
561,2022,Senior,Full-time,Analytics Engineer,184700,USD,184700,US,0,US,M,High
562,2022,Senior,Full-time,Data Engineer,175100,USD,175100,US,100,US,M,High
563,2022,Senior,Full-time,Data Engineer,140250,USD,140250,US,100,US,M,High
564,2022,Senior,Full-time,Data Analyst,116150,USD,116150,US,100,US,M,High
565,2022,Senior,Full-time,Data Engineer,54000,USD,54000,US,0,US,M,Medium
566,2022,Senior,Full-time,Data Analyst,170000,USD,170000,US,100,US,M,High
567,2022,Mid,Full-time,Data Analyst,50000,GBP,65438,GB,0,GB,M,Medium
568,2022,Senior,Full-time,Data Analyst,80000,USD,80000,US,100,US,M,Medium
569,2022,Senior,Full-time,Data Scientist,140000,USD,140000,US,100,US,M,High
570,2022,Senior,Full-time,Data Scientist,210000,USD,210000,US,100,US,M,High
571,2022,Senior,Full-time,Data Scientist,140000,USD,140000,US,100,US,M,High
572,2022,Senior,Full-time,Data Analyst,100000,USD,100000,US,100,US,M,High
573,2022,Senior,Full-time,Data Analyst,69000,USD,69000,US,100,US,M,Medium
574,2022,Senior,Full-time,Data Scientist,210000,USD,210000,US,100,US,M,High
575,2022,Senior,Full-time,Data Scientist,140000,USD,140000,US,100,US,M,High
576,2022,Senior,Full-time,Data Scientist,210000,USD,210000,US,100,US,M,High
577,2022,Senior,Full-time,Data Analyst,150075,USD,150075,US,100,US,M,High
578,2022,Senior,Full-time,Data Engineer,100000,USD,100000,US,100,US,M,High
579,2022,Senior,Full-time,Data Engineer,25000,USD,25000,US,100,US,M,Low
580,2022,Senior,Full-time,Data Analyst,126500,USD,126500,US,100,US,M,High
581,2022,Senior,Full-time,Data Analyst,106260,USD,106260,US,100,US,M,High
582,2022,Senior,Full-time,Data Engineer,220110,USD,220110,US,100,US,M,High
583,2022,Senior,Full-time,Data Engineer,160080,USD,160080,US,100,US,M,High
584,2022,Senior,Full-time,Data Analyst,105000,USD,105000,US,100,US,M,High
585,2022,Senior,Full-time,Data Analyst,110925,USD,110925,US,100,US,M,High
586,2022,Mid,Full-time,Data Analyst,35000,GBP,45807,GB,0,GB,M,Low
587,2022,Senior,Full-time,Data Scientist,140000,USD,140000,US,100,US,M,High
588,2022,Senior,Full-time,Data Analyst,99000,USD,99000,US,0,US,M,Medium
589,2022,Senior,Full-time,Data Analyst,60000,USD,60000,US,100,US,M,Medium
590,2022,Senior,Full-time,Data Architect,192564,USD,192564,US,100,US,M,High
591,2022,Senior,Full-time,Data Architect,144854,USD,144854,US,100,US,M,High
592,2022,Senior,Full-time,Data Scientist,230000,USD,230000,US,100,US,M,High
593,2022,Senior,Full-time,Data Scientist,150000,USD,150000,US,100,US,M,High
594,2022,Senior,Full-time,Data Analytics Manager,150260,USD,150260,US,100,US,M,High
595,2022,Senior,Full-time,Data Analytics Manager,109280,USD,109280,US,100,US,M,High
596,2022,Senior,Full-time,Data Scientist,210000,USD,210000,US,100,US,M,High
597,2022,Senior,Full-time,Data Analyst,170000,USD,170000,US,100,US,M,High
598,2022,Mid,Full-time,Data Scientist,160000,USD,160000,US,100,US,M,High
599,2022,Mid,Full-time,Data Scientist,130000,USD,130000,US,100,US,M,High
600,2022,Junior,Full-time,Data Analyst,67000,USD,67000,CA,0,CA,M,Medium
601,2022,Junior,Full-time,Data Analyst,52000,USD,52000,CA,0,CA,M,Medium
602,2022,Senior,Full-time,Data Engineer,154000,USD,154000,US,100,US,M,High
603,2022,Senior,Full-time,Data Engineer,126000,USD,126000,US,100,US,M,High
604,2022,Senior,Full-time,Data Analyst,129000,USD,129000,US,0,US,M,High
605,2022,Senior,Full-time,Data Analyst,150000,USD,150000,US,100,US,M,High
606,2022,Mid,Full-time,AI Scientist,200000,USD,200000,IN,100,US,L,High
